Rick Lefevere,CFO,"Currently working for Avanade and will move as soon as the Virtunium organization can support him with a reasonable remuneration. Rick is a business builder, commercial leader, strategist and networker by nature and will be responsible for setting up the sales team and establishing reseller and distributor network for Virtunium. Rick has solid experience at strategic and operational levels in the IT sector and is an expert in creative business development, innovation and operational management. Rick is customer and partner focused where building ecosystems, partnerships and mutual interest is his number one priority. Rick enjoys being part of businesses that impact people's lives by allowing them to do things in new or improved ways. He is passionate about connecting people and building businesses out of creative ideas and to make IT more humane. Rick has worked in BDM/Sales Management roles at companies such as Ordina, AKKA Technologies and AvenueCode."
Lucas Gertel,CTO,"Lucas is currently working on the Virtunium project through AvenueCode, and will move as soon as the Virtunium organization can support him with a reasonable remuneration. Lucas is a Software Architect and Full-Stack Software Developer with more than 17 years of expertise with all the ecosystem related to IT applications. Lucas will be responsible for the overall design strategy and implementation of all further features for Virtunium. He has sound experience in Cloud Architecture, design and implementation of maintainable software solutions; conducting systems analysis & programming activities for the development, maintenance and distribution of developed applications either on Web, Mobile or IoT. Lucas has broad experience with chatbots and integrations of natural language-processing frameworks & custom implementations, including cognitive applications using features like face recognition, speech to text, text to speech, translation and more."
Tino Zwirs,CEO & Founder
Martijn Schouten,CTO & Founder
Kasper Baars,Co-founder
Rohaan Thomas Mathew,Co-founder
Stefanie Behrendt,Co-founder,What drives me is my love for nature.
Emilia Berenyi,Co-founder,"I am passionate to improve sustainable practices at both, the individual and business level, and at Wegozero, this is exactly what I am able to do, through developing a zero waste map for aspiring individuals and auditing businesses."
Ewout van Zonneveld,Co-Founder,"40 years of international business experience at the intersection of automotive, insurance, claims, loss adjustment and ICT. With a strong focus on Digital Transformation & Innovation."
Onno Bloemers,Co-Founder,"20+ years experience as consultant, changemaker and innovator. Broad background across financial services, with a specialty in insurance innovation. Over the last decade I've worked on business designs that create a better balance between risk prevention, mitigation and transfer with insurers like Interpolis, KBC and Univé."
Niek Ligtelijn,Co-Founder,"Innovation, International, Insurance. All in one. Combining IT with Risk Management. Focus on Prevention, as Insurance alone is not enough to protect your beloved ones."
Joost Hopman,CEO,"When studying for his bachelor's in Business Administration, Joost found out that a lot of students were not able to find a study-related job during their studies. After researching, he identified multiple problems that he wanted to solve. He started working almost full-time during his final bachelor year at an employment agency. There, he also identified problems that companies have. During his Master's in Strategic Entrepreneurship, he started working on the idea of finding a new future of work and GetJobsDone was born."
Jacky Fakkeldij,CTO,"Jacky has been developing websites and apps since he was very young. He started working at a software company during his studies. After finishing his study, he still worked there and got more responsibility. After gaining experience, he started building GetJobsDone."
Darryl Hopman,CCO,"Darryl finished his Master in General Management with a specialisation in Marketing at Nyenrode University. During his studies, he was the chairman of the student association at Nyenrode. After finishing his master's, he started working as the CEO of an employment agency in the Netherlands."
Sjors Hooijen,CEO,"Sjors Hooijen is the CEO and Co-Founder of Tech2B, a NextGen Manufacturing Ecosystem that provides dynamic value networks for the European design and manufacturing industry. With 13+ years of experience in SaaS and B2B platform services, he has a user-driven mindset and a wealth of expertise in healthcare, industrial, and maritime domains. He is passionate about enabling agile collaboration and delivering value to the industry, upskilling workforces, and implementing processes to reduce environmental impact. Through his work at Tech2B, he has learned the power of network effects and service dominant business models on the job. He has also leveraged his skills in Scrum, Software Architecture, and Analytics to create a platform that connects manufacturing companies with each other and with service providers, creating a network of businesses that can support and benefit from one another. His goal is to create a more efficient and effective manufacturing industry, by harnessing the power of digital platforms and network effects."
Paul Wouters,COO
Bas Sanderink,Co-founder / Marketing Manager,"Years of experience in Marketing and E-commerce at various start-ups and scale-ups, in the Netherlands and Germany."
Robin van der Vliet,"Co Founder, Technology Officer","Years of experience in technology at businesses in Legal, Staffing and Social Affairs."
Jasper Niessink,Art Director,"Years of experience in art direction, graphic design, branding, advertising, UX & UI design."
Bert van den Berg,CEO,Bert has been advising contractors (Construction & Civil Engineering) regarding the automation of their business office for more than 20 years.
Anonymously,COO,Frans is a very experienced project manager of large civil engineering projects. Has experience like no other with administrative problems on the construction site. He knows the solution like no other!
Ludovico Palladino,CEO,"Ludovico is a founder from Italy. With a background in business and sales, he is now connecting partners and leaders to build Vectis."
Natalie Seltzer,CTO (back-office),"Natalie has extensive track record in the design, development, and implementation of Fintech Systems. In 2008 she started Babel Systems Ltd, a state of the art, securities processing platform for online trading providers used by Nutmeg and other platforms, before being acquired by InvestCloud. As a serious entrepreneur and a strong believer in decentralized tech, Natalie started Blockhouse Solutions Ltd, a partner of Vectis Invest."
Riccardo DeFrancesco,Product,"Born as a freelance Graphic Designer, he moved over time towards Brand Design and UX / UI design to find his fertile ground in the world of startups, in which he still works following various companies from birth to their success in the market. As a technology enthusiast, he extricates himself very well in the relationships between designers and programmers, bringing his particular working style. Due to his experience, even in the marketing field, he plays a multifaceted role within companies, coordinating various development teams. In Vectis, Riccardo developed the brand while being responsible for developing the best User Experience in the industry."
Phillip Bungey,NED,"A very experienced manager who successfully managed large teams of over 500 people, alongside small niche talented teams. Phillip is a Financial Services expert has over 25 Years of Financial Services experience including 20 years in the Stock Market with 10 years of board experience. He has a strong program and project direction skills with a track record of successful delivery of multi-million-pound programs. He is also a strong and experienced negotiator. In his career, Phillip was Director of Barclays Stockbrokers, and Executive Director at UBS. He also founded Winterflood Business Services (a successful branch of UK’s biggest Market Maker), and COO at Nutmeg (one of Uk’s most successful Fintech startups) . He is currently Managing Director of Embark Group during their merge with Lloyds Group. Apart from his expertise, Phillip is himself an Angel Investor in Vectis and helped select various technology and money-handling solutions."
Martin Gramont,CFO,"Martin is a professional Economist, a fund manager, a financial advisor, and a University professor. His specialties include Monetary & Financial (Macro) Economics, Hedge & Traditional Fund Management, Investment Banking, Venture Capital & Private Equity. Martin is Founding Partner @Hermaion Capital Management (Geneva, Switzerland), Special Advisor @Enverra Partners (Washington D.C, USA), Associate Faculty of Economics and Finance @International University of Monaco (Principality of Monaco) and @Universidad Europea (Madrid, Spain), Independent Researcher on Monetary Economics @University of Lugano (Lugano, Switzerland). One of Martin's main contributions is to follow Vectis in obtaining licenses together with the team and external consultants."
Dionysis Bogdanos,Community Manager,"Dionysis is an entrepreneur at heart and a passionate retail investor. He worked for various companies, mostly start-ups, in different roles in marketing, community and social media before creating his own digital marketing agency in Greece. Dionysis has built and managed a variety of communities managing to grow them into multi thousand member successes. His area of expertise includes but is not limited to strategy and audience reach, social media management & content creation and business image consultation."
Hass Chapman,Tech Advisor,"He has many years of senior management experience in fast-paced international companies including roles such as CTO & Head of Product, Director of Operations (COO), Development Manager (VP Eng). Hass was also the CEO and co-founder of his own, open-source, start-up successfully raising several investment rounds. He is also an experienced agile coach. Hass was the Head of Development at Klarna ($45 billion valuation Fintech) in its early days, mentor at Lisbon Challenge, and CTO / Head of Product for various scale-ups. After being our fractional CTO in the early days, Hass is now committing 4 hours a month as an advisor. He helps recruit and coach the development team and select technology partners."
Michele Mattei,Strategy Advisor,"Michele is an experienced manager, expert in corporate strategy, and an active Angel Investor. Furthermore, Michele is a very popular communicator in the FinTech field. He is currently a Senior Manager for Finleap, Europe’s leading Fintech ecosystem. He was an Angel Investor (exit) at Freetrade (a user-friendly stockbroker in the UK) and a Senior Executive at KPMG. Michele is responsible for analyzing and selecting KYC and AML providers to meet the requirements in terms of Anti-Money-Laundering compliance."
Bart Selders,CTO,Experienced Entrepreneur and Software Engineer. Worked in IT for large corporations and started his first company in 2010.
Paul de Vries,Business Development,"Experienced Entrepreneur, Product manager and Business developer. Worked as Business Consultant for large corporations and started his first company in 2000."
Joris van Doorninck,CEO
Philip van den Heuvel,CFO
Bram Koumans,Founder,"Investing in the Energy Transition has made me extremely fascinated about what humanity can achieve together. This plan arose from shortcomings in my employer's role. In addition, he is financially literate and passionate about numbers."
Rick Heijkens,IT Partner,Our IT Partner has implemented several projects and applications at large companies. He is in close contact with our IT developers. His knowledge provides the foundation of the company.
Mitch van Veldhoven,Marketing Partner,Works closely with a broader Marketing team.
River Briet,CEO,"My name is River Briet, and I started Virtual Alliance with the vision to make it an international one-of-a-kind name in the world of Gaming and Tech. I started this journey with the drive and ambition to create a unique experience for everyone interested in the gaming and tech industry and do this worldwide."
Samin Bayat,CEO of CT-Vision,"I am an entrepreneur with a PhD in software engineering with a deep and broad experience in the research and development of novel technologies. My expertise is in identifying opportunities and then developing software solutions to address the challenges through the use of Artificial Intelligence and Neural Networks. I have performed many experiments, written many scientific journals, and published books in the field of Medical Image Processing and Signal Processing. My areas of expertise are in medical image processing and digital signal processing, among many other fields."
Peyman Bayat,Principal Researcher,"A creative-minded and result-focused Electronics Engineer with a Master's Degree in Software and Ph.D. in Computer Systems Engineering, having 20 years of experience. Mr. Bayat combines his remarkable analytical and theoretical skills to create, evaluate, and improve software products. He started his own company over fifteen years ago, as chairman of the board and from four years ago he is acting as the CEO and a member of the Board of Directors. Mr. Bayat’s entrepreneurship ability increased the number of artificial intelligence-related projects from outside by 100% as an assistant professor at IAU of Rasht Branch. He was also one of the collaborators in starting an incubator in Rasht for high-tech and AI-related startups, as office manager of industrial and social relationship, labs and workshops. Mr. Bayat has been involved in a startup company focused on building intelligence in granulations of minerals."
Joep van Gelder,Finance and business development
Jeroen Biesbroek,R&D and sales
Bram van Zeist,Legal and security
Sanne Meijboom,CEO,"Sanne Meijboom is a passionate entrepreneur who believes in the idea that organizations need to make a shift from profit maximization to the right balance in profit making and social & environmental value creation. She recently made it to the list of the top 100 inspiring woman travel founders by Travel Massive. She is the founder of I Like Local, and Impact Nomads."
Daniel Quintana,Creative director,"Daniel has ten years of international work experience in Asia, Africa, and the Americas as a brand strategist, marketing consultant, photographer, filmmaker, and creative director for travel startups, social enterprises, and nonprofits. In 2021, Daniel was selected by the World Tourism Forum as one of the Next Generation Future Leaders for tourism."
Leon Noordanus,Founder / Hustler,33 years - Sales - Networking - Social Media - Creative
Timo Klinge,Founder / Hipster,28 years - Strategy - Content - SEO - Functional
Sem van der Klauw,Consultant / Partner,- Digital - Analytics - SEO
Every-Day,Digital Partner,- Agency - Platform - Digital - Strategic
Babette Luitwieler,Freelance brand designer,- Brand - Design - Socials
Cassandra Heuser,"Head of Finance, minority shareholder","Cassandra is a qualified chartered accountant, registered with the South African Institute of Chartered Accountants (SAICA)."
Artem Khomenko,CTO,"Artem has a powerful blend of technology and business vision that results in the consistent development of effective business strategies supported by high-performance IT infrastructures. As a technical co-founder of Enkonix and StartMy's CTO, he is responsible for corporate technical direction, companies strategy, formulation, development, and cross-functional delivery of the software portfolio. Artem has been coding since 2003 in 7 different programming languages. He started as a PHP Developer, then switched to Perl, Java, C/C++. In 2011 he decided to try coding in Python and worked as a Python Developer for an American startup, one of the oldest and biggest Ukrainian outsourcing companies. Broad expertise in IT, full project life cycle management, client/vendor relationship management, and"
Lorenzo Fiori,CEO
Henry Fairbairn,CTO
Lorraine Rutto,Sales Manager
Kevin Jacobs,Co-founder & CEO,10+ years experience in Healthcare. Formerly worked as a psychosomatic therapist. Founder of a failed tech startup in 2020 that provided many learned lessons. Purpose driven entrepeneur with emphasis on a sustainable revenue model.
Vera Joosen,CCO,Natural builder and organizer of a strong network. Communications specialist through her University education and working experiences.
Nadieh Dorrestein,Marketing specialist,marketing expert by default a 'out of the box' mindset. Creative wizard in visualising data with an UX background. Specialized in marketing projects for big events and impact organisations.
Roger Ottenheym,Advisor,"Global business development, Technology and Life Science Ventures, Scale ups and steering in uncharted waters. Building on the next best Venture to come. Advisory role on VindiQu for implementation and scaling up."
Math Kohnen,Advisor,Discover and implement new growth opportunities Develop winning strategies Create compelling business plans and pitches Design and run breakthrough innovation programs
Ruben Habraken,Advisor,"Working as a Life Science Entrepeneurship manager at PLNT. Supporting startups in the innovative health sector with passion and succes. Strong empathise on business case, networking, validating and innovating."
Emma Remerie - Spek,Co-founder,Former healthcare worker within the elderly segment. Latest addition to the team in the role as co-founder and innovation specialist. Strong leadership skills combined with a scientifical approach to create solutions. Strong networker and public speaker.
Philip Biedermann,"Strategy, Partnership & Sales","I am a multi-cultural (German & Finish), hard-working individual with a strive for further improvement. I am determined to reach my goals and desired outcomes for the future. Attributes such as being efficient, flexible and open-minded can help me on this journey."
Nicolae Arhip,IT & Legal,"Ambitious International Sports Management and Business student in Amsterdam. Skilled in Entrepreneurship, Planning and Marketing. Positive and a hardworking player with critical thinking ready to apply and use mine knowledge."
Victoria-India Bannister,Marketing & Communications,"Combing my passions and strengths, I strive to use my creativity, energy and open minded nature to make a difference. I am on LinkedIn to broaden my network and gain valuable experience from an internship which involves my passions of marketing and branding."
Louise Donald,"Co-founder, CEO","Louise has an extensive background in sports operations & hospitality events and achieved her EMBA in 2020. She developed her executive career in pro cycling, running team operations and corporate hospitality programs. This experience, combined with her work as a consultant for international sports brands, sponsors, and athletes, means she brings a considerable depth of knowledge and confidence in business and life. With her successful results-orientated leaderships background, Louise was eager to take on the day-to-day challenges of being CEO. Harnessing the combined skills and knowledge of the co-founders and team members to power PTS through each step it faces on its start-up journey; always with the vision of reaching the end of each stage, growing a skilled team of colleagues and in the future achieving the completion of ProTouch Staff's own equivalent to The Tour de France, its exit!"
Olivier Senn,Co-founder,"Olivier has a background and qualification in Finance and moved to sports 9 years ago. Since then he has been leading event organisations in Cycling, working as a consultant for large international cycling events and managing professional athletes. Apart from sports Olivier owns a recruitment agency in Switzerland and is a Board Member of the Swiss Cycling Federation as well as the largest Beach Volleyball Tournament in Switzerland."
Robert Hunter,Co-founder - Managing Director,"Robbie is an ex-professional athlete who competed for close to 20 years internationally on every continent. He is a 3 time Olympian and also the first South African to not only compete but win a stage in the pinnacle of road cycling the Tour de France. Since ending his athletic career in 2013 Robbie directly started managing professional athletes himself. Having first-hand knowledge of the exact mentality, needs and problems they face during their careers has made him a go-to person for current professionals in different sporting codes around the globe. Over the years Robbie has built up a wide network with an array of contacts, his great aptitude for languages combined with his people skills is an asset to any business for development and growth. He is currently on the Board of Cycling Unlimited AG in Switzerland the Managing Director of ProTouchGlobal GmbH and ProTouchStaff B.V."
Elisa Schorno,CFO,"After having studied business administration with a focus on sports management, Elisa worked in several positions connecting Finance and Sports. She kicked off her career as a Controller in the internationally known sports marketing agency Infront Sports & Media for 5 years before heading on to Infront subsidiary Head of Finance position. In 2019, she co-founded the sports agency ProTouchGlobal GmbH acting as a CFO of the company and its investments. With her broad knowledge in Finance and HR and her well-structured and precise working style, she brings considerable added value to every company."
Ross Whitehead,Business Development & Sales,"A highly curious, solutions-minded individual with a strong focus on B2B product marketing and proven ability to lead and collaborate with global multidisciplinary teams and articulating customer-centric messaging across all channels. Problem-solver, skilled at developing and pursuing novel solutions aimed at creating revenue-generating opportunities. Specialities: • Digital Strategy • Brand Development • Project Management • Online Marketing & E-commerce • Product go to Market Strategy & Marketing • Partner Marketing • Website Optimization • Market Research & Competitive Analysis Activity"
Toni Winterberg,Shareholder,Owner of Ahia Holdings AG Founding investor in ProTouch Global Holdings B.V.
Rafaël Weber,CEO,"Thank you for being interested in BullsAI and my profile. As of recently, I graduated as mechatronics enigneer at Fontys hogeschool Eindhoven. It has always been of interest to me to not only be able to create a product from A to Z but also be able to sell it. That is why I have had functions in multiple sales positions to gather sales experience. Within my bachelor's degree, I have specialized in artificial intelligence because I find the technology fascinating powerful. I love data and try to make data-driven choices."
Bart Sanders,CEO
Leroy Clement,COO
Dennis Korthouwer,Board Member
Dennis Korthouwer,CFO
Jan-Paul,COO,Hospitality Professional at Intercontinental Hotel Group
Johannes Gergin,CTO
Hans de Regt,Commercial Director,"Business advisor to accelerate company & personal development. Equipped with a strong, 15-year track record in change management, ranging from realizing turnarounds to defining and driving focused growth. Both in large corporate organizations and in SMEs with technical B2B products and/or industrial services. Currently active in Digital Health."
Ad Linssen,CFO,"International working & educational experience; > 20 years of senior executive experience in e-Health, IT, Industry & Services. Areas of expertise; Finance & Operations, Tax & Legal"
Vincent Rikken,Owner,"Law School graduate (Netherlands, Germany, France), start-up industry since 7 years. Festival Food business for 5 years."
Cosimo Cecchini,CEO,"CEO, and co-founder with 6 years experience in marketing and strategy in multinational companies, with studies in Entrepreneurship."
Giuseppe de Candia,CTO,"CTO and co-founder, IT engineer with experience in machine learning and process automation. Passionate about AI and technology in general. Master's degree in Computer Engineering."
Rahul Choudhary,"Director, Product Management","Co-founder with More than 10 years of experience building data science products at Booking.com and EXL Anlytics, IITK-IIMC alumnus"
Surbhi Goyal,"Director, Commercial Strategy","Co-founder, Led strategy, commercial and analytics teams for healthcare and technology companies, Ex-Catawiki, Ex-Naspers, Ex-BCG, IITK-IIMC alumnus"
Andrei Fydorov,"Director, Tech Development",Senior full stack developer with 10+ years experience working with Booking.com and Yandex
Dr Ravichandra K,Clinical Head,Psychiatrist and Associate Professor at Yenepoya Hospital
Mukul Goyal,Data Manager,Data Engineer with expertise in building AWS data pipelines
Andrés Antón,"Co-Founder, Marketing Manager","Hola! I'm Andrés Antón. Since I was little I have been moved by an insatiable will of creating new things to make this world better in any sense possible, even if it was doing my own comedy shows. I feel really attached to Justus as this product is the direct representation of the values that guide me to become a better version of myself. That synergy is directly translated into a passion for seeing how far can we get."
Sjacco van Kol,"Co-Founder, Finance Manager","I am Sjacco van Kol and definitely share the provision to try to find balance in life but still seek to enjoy the moments. Yes, even with drinks. I challenge myself to put my passion for food into practice. I always try to do what is best for Justus with my proactive attitude."
Maarten Kerckhoffs,"Co-Founder, R&D Manager","I am Maarten Kerckhoffs. As a fanatic sportsman, food lover, and product development enthusiast I am always trying to find balance in my lifestyle. For me, life is about balance, therefore I keep pursuing my dreams and goals without forgetting to enjoy life. By creating Justus, I want to share these values with the people who want to take the most fun of their days without compromising their health."
Mike Xanthakis,"Co-Founder, Production Manager","My name is Mike and as a proud member of Justus, I contribute to the creation of our product. My main trigger is to offer a tasteful and balanced product, in regards to the value for money ratio, that many can enjoy. For me, it is important to have moments of joy since these bring balance to our life. Following the same line of thought, I believe that everyone deserves to have pleasurable moments without regrets, and let's be honest, a lot of these moments are associated with alcohol. Sooooo.....Stin egia mas, salud, cheers!"
Loïc Boisnard,CEO & Founder,"Audio engineer and founder of Wavy. Do-er, resourceful, and strategical. Based in Amsterdam, The Netherlands. In charge of Wavy strategy, marketing & sales, and daily execution."
Mikal Hallstrup,Head of product - MA industrial design,"Founder og Designit, an global strategic design firm. Partner and investor at Wavy. Based out of Copenhagen, Denmark. In charge of Wavy product design, product experience, and packaging."
Tyge Vonsbaek,Head of Brand,"Trained as a designer and equipped with a strong love of technology, products and services, and an entrepreneurial mindset. Partner and investor at Wavy. Based out of Aarhus, Denmark. In charge of the Wavy brand."
Maarten Ingen Housz,Co-Founder & CEO,"5+ years in the building materials and PropTech solutions industries, mainly in business development, technical sales and stakeholder management positions. BSc Architecture TU Delft, MSc Industrial Management KTH Stockholm."
Ife Runsewe,Co-Founder & CTO,"7+ years as a software developer, mainly for marketplace and platform solutions. BSc Economics."
Emils Janevics
Rami Masri,Foundr (CEO),"Came to the Netherlands in 2015 as a newcomer, and for four years, he worked at KLM, first as an engineer and later as a team leader in logistics. In 2020 started his study at the VU in one of the selective programs called PPE (politics, philosophy, and economy) for his passion for social-economic issues. He is currently taking the IBA program."
Zina,Co founder (Coo),"Came in 2015; as a newcomer, and immediately run her own catering business, catering many meaningful events for municipalities, NGOs, and public figures such as the queen. Published a cooking book and used her passion in the kitchen to offer team-building exercises to companies."
Ahmad,CTO,"Came 2015 to the Netherlands, has been running a restaurant in an upcoming franchise for the last five years has a sense of what customers want and a deep understanding of the restaurant and takeaway market, he has a degree in accounting and financing, and a degree in cyber security from the HVA"
Bert Stevens,CEO
Tim Jonkers,CEO/CMO,7+ years of experience in online marketing and business development. Focus: Scalable business development and data-driven online marketing.
Patrick van Haren,Lead Development,6+ years of experience with SaaS and web development. Focus: Development with the end user in mind.
Samba Jarju,CEO,Marketing is the way to-go!
Jaime de Toledo,CEO,CEO and Head of Product
Daniel Pisano,CCO,Serial entrepreneur and responsible for growth
Igor Stojanov,Founder,"I am Software Architect, currently based in Eindhoven, The Netherlands. Born in Macedonia, finished undergraduate studies in USA. Worked for large multinational organizations such as Philips, Signify as well as startups. I am the founder of UniversalDot Foundation which aims to create software applications for the decentralized internet. https://igorstojanov.com"
Karim Akhlal,Founder & CEO,"My personal mission is to eliminate bias and discrimination in the hiring process. Recrout is helping companies create an automated recruitment process and predict the best hires based on talent and potential. - Bachelor's degree in HR - 10 years of recruitment experience - 15+ years of entrepreneurial experience - Former Board Member NVP (Nederlandse Vereniging Voor Personeelsmanagement) - Former board member at MKB Amsterdam, the official lobby foundation for the SME companies within the Amsterdam region. 39 years old, father of two little beauties (Nora & Zakaria), married to Femke. Born in Amsterdam with Moroccan roots and an entrepreneur with a passion for the HR world and the recruitment industry in particular. Currently, I am working on my 3rd tech company Recrout.com. We believe in Talent Based Matching with the help of humanized technology."
FeiFei Tan,CTO & Lead Developer,"12+ years of software development experience Code with love & design with passion is my way of developing websites and applications at Recrout. Specialties: * Programming Languages - C/C++, Python, JS * Website & Web app development frameworks & tools - Django, Vue.js, Knockout.js, SASS, LESS * Server administration - shell scripting, Apache, database management (PostgresSQL, MySQL)... * Photography and Graphic Tools - GIMP, Lightroom, Photoshop * OS: Linux & MacOS"
Nihal Ashok,Co- Founder,"Sales & Marketing, Finance"
Aditya Kolari,Co- Founder,"Operations, Product development"
Akshay Mahajan,Co founder,"10+ years of experience in Startups & New business growth Cars24 (Asian Unicorn), Booking.com B.Tech, MBA"
Pallav Jha,Co founder,"10+ years of experience in entrepreneurship & consulting Consultant, ING Bank Netherlands BCG, Simon-kucher & Partners B.Tech, MBA"
Hugo Valdivia,CEO,"Hugo was born and raised in Peru. In early 2000’s he got his Diploma in Industrial Engineering, starting off his career in the Logistics industry, where he worked on storage and distribution matters. In January 2012, Hugo moved to The Netherlands to pursue his MBA degree at Erasmus University, graduating in March 2013. Immediately after, Hugo changed career to Corporate Finance, where he specialized on Financial and Business Controlling during his tenures at technology and FMCG companies, including names like TomTom and The KraftHeinz Company. By mid-2018 his entrepreneurship journey started by founding Qullqi, an e-shop for women’s fashion accessories handcrafted in Peru. In addition, Hugo acted as interim Finance Manager for local companies in The Netherlands. During one assignment he moved to do home-office due to Covid-19 outbreak. In this new set-up, he found himself struggling to meet his deadlines due to increasing distractions from his mobile. Looking for a solution to allow him filter out only those relevant notifications, he learned that other professionals were dealing with a similar problem and there was no such a simple product in the market. This was the beginning of Silentus. Since then, Hugo’s been working on market and customer research and also setting up a team to grow the business and develop a great product. In February 2022, Hugo graduated from INSEAD Executive Master in Finance studies. During his free time he enjoys reading, primarily books around the topics of business, philosophy, and personal development; going to the gym; and watching football in local sports bars. He’s currently based in Amsterdam."
Maimoona Shafeeq,CTO,"Maimoona was born and raised in Karachi, Pakistan. She got her bachelor's degree from the NED University of Engineering and Technology in 2010, and stepped into professional life right after graduation. Started off working as a Developer on different applications and websites, and later switched functional roles to becoming a Business Analyst. During her career, she’s got to experience first, different ways of working, teams, and Software Development Life Cycle (SDLC) methodologies, and later moved into managerial roles, leading diverse teams. Moreover, working for different multinational companies (Metapack-Auctane and Abol-Stamps) and on different domains helped her gain a solid expertise related to not just technical aspects of the projects and products, but also the teams and everything that goes into management of people, stakeholders, and delivery of projects. In the first months of 2022, she was introduced to Silentus by Hugo during his search for a technical co-founder, only for her to officially become a part of team Silentus. Maimoona likes challenges and loves to bring order to chaos while finding the path from ambiguity to clarity. She also loves to play badminton and other sports; meanwhile, gardening, listening to music and watching Netflix is what she does to unwind if there is no possibility to travel. To keep sharp, she likes to read articles and listen to podcasts; she is a Duolingo enthusiast working hard to keep her streak."
Rene Voortman,Director Relavance International BV,25+ years in Management and Performance Management/BI
Denis Shiryaev,CEO,"A long-time ML-enthusiast and Product Manager with 10+ years of experience and an impressive portfolio of successful products. Denis was born in Odessa, Ukraine, studied in Moscow, relocated to Poland in 2016, and gained international fame after uploading one of his ML experiments to YouTube."
Ilya Chekalsky,CTO,"Before becoming neural.love's CTO, Ilya already had extensive experience building modern, high-perfomance web applications. Originally hailing from Ufa in the Republic of Bashkortostan (yes, it's a real place), he now resides in Amsterdam, the city of bikes and canals, working as a Senior Developer at Booking.com."
Artem Legotin,Lead ML Engineer,"As neural.love's resident Machine Learning Engineer, Artem leads the Research and Development team where he currently manages at least one full time employee."
Daniel Cohen,Co-founder & CEO
Mit Patel,Co-founder & COO
Lex Beresnev,Co-founder & CTO
Alejandro Granado,CEO,"Alejandro is Industrial Engineer and Master Degree on Big Data and Data Science. Financial system professional with more than 10 years of experience in the sector. Alejandro have collaborated with prestigious banking firms in Europe such as Santander or ING. Currently living in Nederland, Alejandro has developed his career across the world, mainly in UK, but also in Portugal, USA, Poland and Spain. He is an expert manager used to lead qualified multi skills teams with people from many different nationalities and cultures, with an end-to-end commercial processes vision focused on risks, deep technical knowledge on internal models design, machine Learning, Big Data, processes reengineering and mastering on agile methodologies."
Carlos AISA,CTO,"Carlos is Telecommunication Engineer and Master Degree on Cloud Architecture. IT professional with more than 15 years of experience across different sectors such as banking, consultancy, or software development among others. Carlos is an experienced IT leader having been in charge of the development of technological applications for several multinational companies, Carlos is used to manage technical IT teams with professionals from different specialties. Passionate about technology, Carlos is accustomed to lead highly complex projects, usual and Agile projects, and during the recent years he has being leading companies to develop their offer of technological products to the market."
Paul Crawfurd,Founder,"Serial entrepreneur, 51 years old, born in Jakarta. A father of a 18 year old daughter. I have a background working for the largest digital companies in the Netherlands (Mirabeau, Lost Boys) as the director for services."
Derk van Bijsterveldt,Founder - CEO,Oprichter Semiprof | Consultant Leiderschap bij Conclusion Consulting
Peter Jan Kok,Founder - CCO,"Joined the startup adventure at Felyx e-scooters from the start and helped them scale their business from 5 to 100 employees and to 4 cities in the Netherlands and Belgium. Currently bundling the Dutch tech ecosystem at Techleap where we have worked intensely with around +/- 100 quickly growing scaleups in the Rise programme. At Techleap we're building a strong community of over 350 founders called BOLD. With Semiprof we're playing into the quickly growing Passion Economy. Here we give people the chance to offer their services, build expertise and become an entrepreneur along the way."
Roel de Jong,Founder - CTO,"Business-minded software engineer who has worked for various companies, big and small, mostly in the realm of software development over a period of 10 years."

Roel Schellekens,CEO,Solution oriented powerhouse with over 15 of years experience in IT (Nasdaq/Accenture/Bwise).
Sohrab Hosseini,Co-Founder,"17 years experience in Tech and SaaS. Founder, COO and CTO roles within start-ups and scale-ups. Current role: - Interim CTO/COO Previous roles: - COO/CTO @ B2B Fashion SaaS (3B throughput) - Digital Associate @ McKinsey & Company Executive MBA – Erasmus University BSc. Computer Science – Utrecht University Born in Iran, raised in the Netherlands"
Anthony Diaz,Co-Founder,"9 years of experience in Technology, building business-critical SaaS as a Frontend craftsman and Team Lead. Autodidact Current role: Senior Full Stack Engineer @ Semmie Previous roles: Team Lead @ B2B Fashion SaaS (3B throughput) Team Lead @ Plug and Play Tech Center BSc. Computer Science – Universidad Politécnica de Valencia Born in Cuba, raised in Spain"
Charles Hengst,Founder & Ceo
Ahmad Malkawi,Founder,"Master of Public Health graduate from the UK in 2011 with more than 8 years experience in public health. I have very good research skills. I have 5 publications in peer-reviewed journals. Moreover, I am so keen on self-development. I am passionate about having a healthy lifestyle and helping people to do so."
Tristan buno Heslinga,Business development,Tristan has finished his master's degree in Strategic Entrepreneurship and has years of experience in events organization.
Cas van Hövell van Wezeveld en Westerflier,Digital marketing,Cas has finished his master's degree in Management of Innovation and has years of experience in online marketing
Bas Voerman,Marketing & sales,Bas is a serial entrepreneur and has founded multiple successful restaurant businesses. Over the years he has gathered a large network in the wine and hospitality industry.
Christiaan Molendijk,Technical development
Vincent Everts,CEO
Bart Mellink,CIO
Ronald Van woensel,CTO
Idan Velleman,CCO
Jan Prins,CFO
